hostname,city,region,country,loc,org,postal,timezone,anycast
we.love.servers.at.ioflood.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS53755 Input Output Flood LLC,85001,America/Phoenix,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
c-98-231-102-68.hsd1.fl.comcast.net,Jacksonville,Florida,US,"30.3322,-81.6556","AS7922 Comcast Cable Communications, LLC",32202,America/New_York,
pool-100-2-19-136.nycmny.fios.verizon.net,Nanuet,New York,US,"41.0887,-74.0135",AS701 Verizon Business,10954,America/New_York,
syn-047-232-182-080.res.spectrum.com,Burbank,California,US,"34.1808,-118.3090",AS20115 Charter Communications LLC,91501,America/Los_Angeles,
,Toronto,Ontario,CA,"43.7064,-79.3986",AS8075 Microsoft Corporation,M5A,America/Toronto,
45-33-111-135.ip.linodeusercontent.com,Fremont,California,US,"37.5483,-121.9886",AS63949 Akamai Connected Cloud,94536,America/Los_Angeles,
,Moses Lake,Washington,US,"47.1301,-119.2781",AS8075 Microsoft Corporation,98837,America/Los_Angeles,
147.187.233.35.bc.googleusercontent.com,The Dalles,Oregon,US,"45.5946,-121.1787",AS396982 Google LLC,97058,America/Los_Angeles,
ec2-54-186-205-232.us-west-2.compute.amazonaws.com,Boardman,Oregon,US,"45.8399,-119.7006","AS16509 Amazon.com, Inc.",97818,America/Los_Angeles,
76-216-146-14.lightspeed.sntcca.sbcglobal.net,Vallejo,California,US,"38.1041,-122.2566","AS7018 AT&T Enterprises, LLC",94590,America/Los_Angeles,
syn-072-017-022-078.biz.spectrum.com,Clarcona,Florida,US,"28.6128,-81.4987","AS33363 Charter Communications, Inc",32710,America/New_York,
c-73-124-84-162.hsd1.fl.comcast.net,Kendall,Florida,US,"25.6793,-80.3173","AS7922 Comcast Cable Communications, LLC",33156,America/New_York,
static-70-109-60-59.clppva.fios.verizon.net,Leesburg,Virginia,US,"39.1157,-77.5636",AS701 Verizon Business,20177,America/New_York,
static-71-167-45-193.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
dynamic.libertypr.net,Guaynabo,Guaynabo,PR,"18.3575,-66.1110",AS14638 Liberty Communications of Puerto Rico LLC,00965,America/Puerto_Rico,
,Naperville,Illinois,US,"41.7859,-88.1473","AS23338 DCS Pacific Star, LLC",60567,America/Chicago,
digijmres-160-98-143-63.digicelbroadband.com,Kingston,Kingston,JM,"17.9970,-76.7936",AS33576 Digicel Jamaica,,America/Jamaica,
s0106400fc1432170.vs.shawcable.net,Surrey,British Columbia,CA,"49.1063,-122.8251",AS6327 Shaw Communications Inc.,V3Z,America/Vancouver,
syn-074-066-065-236.res.spectrum.com,New York City,New York,US,"40.7143,-74.0060",AS12271 Charter Communications Inc,10001,America/New_York,
ec2-54-218-85-32.us-west-2.compute.amazonaws.com,Boardman,Oregon,US,"45.8399,-119.7006","AS16509 Amazon.com, Inc.",97818,America/Los_Angeles,
,Port Louis,Port Louis,MU,"-20.1619,57.4989",,,Indian/Mauritius,
,Toronto,Ontario,CA,"43.7064,-79.3986",AS53732 InnSys Incorporated,M5A,America/Toronto,
,Des Moines,Iowa,US,"41.6005,-93.6091",AS8075 Microsoft Corporation,50307,America/Chicago,
pool-174-114-128-191.cpe.net.cable.rogers.com,Ottawa,Ontario,CA,"45.4112,-75.6981",AS812 Rogers Communications Canada Inc.,K1R,America/Toronto,
346767.cloudwaysapps.com,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
,Oistins,Christ Church,BB,"13.0707,-59.5464",AS14813 Columbus Telecommunications (Barbados) Limited,,America/Barbados,
dynamic.libertypr.net,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
syn-098-150-079-005.res.spectrum.com,Palm Desert,California,US,"33.7225,-116.3770",AS20001 Charter Communications Inc,92260,America/Los_Angeles,
c-98-242-225-185.hsd1.fl.comcast.net,Miami Gardens,Florida,US,"25.9420,-80.2456","AS7922 Comcast Cable Communications, LLC",33056,America/New_York,
c-98-254-2-222.hsd1.fl.comcast.net,Hialeah,Florida,US,"25.8576,-80.2781","AS7922 Comcast Cable Communications, LLC",33002,America/New_York,
smokeland.net,Ashburn,Virginia,US,"39.0437,-77.4875","AS26347 New Dream Network, LLC",20147,America/New_York,
c-98-254-6-135.hsd1.fl.comcast.net,Hialeah,Florida,US,"25.8576,-80.2781","AS7922 Comcast Cable Communications, LLC",33002,America/New_York,
107-138-224-5.lightspeed.tukrga.sbcglobal.net,Gainesville,Georgia,US,"34.2979,-83.8241","AS7018 AT&T Enterprises, LLC",30501,America/New_York,
,Ashburn,Virginia,US,"39.0437,-77.4875",AS31898 Oracle Corporation,20147,America/New_York,
syn-172-091-153-162.res.spectrum.com,Santa Monica,California,US,"34.0268,-118.4733",AS20001 Charter Communications Inc,90404,America/Los_Angeles,
ec2-18-218-210-230.us-east-2.compute.amazonaws.com,Columbus,Ohio,US,"39.9612,-82.9988","AS16509 Amazon.com, Inc.",43215,America/New_York,
dynamic.libertypr.net,Bayamón,Bayamón,PR,"18.3986,-66.1557",AS14638 Liberty Communications of Puerto Rico LLC,00956,America/Puerto_Rico,
d24-36-99-208.home1.cgocable.net,Hamilton,Ontario,CA,"43.2501,-79.8496",AS7992 Cogeco Connexion Inc.,L8M,America/Toronto,
static-108-25-76-18.atclnj.east.verizon.net,Atlantic City,New Jersey,US,"39.3642,-74.4231",AS701 Verizon Business,08401,America/New_York,
syn-104-231-217-163.res.spectrum.com,Milwaukee,Wisconsin,US,"43.1122,-87.9932",AS10796 Charter Communications Inc,53218,America/Chicago,
bland-dbcchar.easedhurt.com,Kansas City,Missouri,US,"39.0997,-94.5786","AS32097 WholeSale Internet, Inc.",64106,America/Chicago,
c-67-170-195-20.hsd1.ca.comcast.net,Oakland,California,US,"37.8044,-122.2708","AS7922 Comcast Cable Communications, LLC",94604,America/Los_Angeles,
,New York City,New York,US,"40.7143,-74.0060","AS19318 Interserver, Inc",10001,America/New_York,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
c-68-58-37-184.hsd1.in.comcast.net,Indianapolis,Indiana,US,"39.7684,-86.1580","AS7922 Comcast Cable Communications, LLC",46204,America/Indiana/Indianapolis,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
syn-173-196-198-006.biz.spectrum.com,Bellflower,California,US,"33.8867,-118.1265",AS20001 Charter Communications Inc,90706,America/Los_Angeles,
syn-142-255-054-062.res.spectrum.com,Yonkers,New York,US,"40.8662,-73.9221",AS12271 Charter Communications Inc,10034,America/New_York,
,Amsterdam,North Holland,NL,"52.3740,4.8897","AS14061 DigitalOcean, LLC",1012,Europe/Amsterdam,
db-mongodb-nyc1-lmsprogresso-4ff085f4.mongo.ondigitalocean.com,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
63-155-134-191.eugn.qwest.net,Newport,Oregon,US,"44.6368,-124.0534","AS209 CenturyLink Communications, LLC",97365,America/Los_Angeles,
eagle505.startdedicated.com,St. Louis,Missouri,US,"38.6273,-90.1979",AS30083 velia.net,63101,America/Chicago,
c-73-241-198-168.hsd1.ca.comcast.net,San Jose,California,US,"37.3394,-121.8950","AS7922 Comcast Cable Communications, LLC",95025,America/Los_Angeles,
74-121-88-102.nktelco.net,Coldwater,Ohio,US,"40.4798,-84.6283",AS31841 NEW KNOXVILLE TELEPHONE COMPANY,45828,America/New_York,
,San Jose,California,US,"37.3394,-121.8950",AS54600 PEG TECH INC,95025,America/Los_Angeles,
107-190-1-250.cpe.teksavvy.com,Windsor,Ontario,CA,"42.3001,-83.0165","AS5645 TekSavvy Solutions, Inc.",N8X,America/Toronto,
dyn98-143-69-118.hsia.mnsi.net,Windsor,Ontario,CA,"42.3001,-83.0165",AS7057 Managed Network Systems Inc.,N8X,America/Toronto,
24.115.228.194.res-cmts.mtp2.ptd.net,Mount Pocono,Pennsylvania,US,"41.1353,-75.4079",AS3737 PenTeleData Inc.,18346,America/New_York,
c-24-4-125-181.hsd1.ca.comcast.net,Milpitas,California,US,"37.4283,-121.9066","AS7922 Comcast Cable Communications, LLC",95036,America/Los_Angeles,
e5-2650v3x2.bl-ash0.1.1.3.11.a2.securedservers.com,Ashburn,Virginia,US,"39.0437,-77.4875",AS19437 SECURED SERVERS LLC,20147,America/New_York,
,Charlotte,North Carolina,US,"35.2271,-80.8431","AS3356 Level 3 Parent, LLC",28202,America/New_York,
,Sofia,Sofia-Capital,BG,"42.6975,23.3241",AS200391 KREZ 999 EOOD,1000,Europe/Sofia,
51.128.251.23.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Santa Clara,California,US,"37.3924,-121.9623",AS18779 EGIHosting,95054,America/Los_Angeles,
c-24-7-125-205.hsd1.ca.comcast.net,Petaluma,California,US,"38.2324,-122.6367","AS7922 Comcast Cable Communications, LLC",94953,America/Los_Angeles,
206.97.211.130.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
vmta173.84.lstrk.net,Lancaster,Pennsylvania,US,"40.0379,-76.3055",AS394396 Listrak,17611,America/New_York,
ool-4a58e621.dyn.optonline.net,Old Tappan,New Jersey,US,"41.0106,-73.9912",AS6128 Cablevision Systems Corp.,07675,America/New_York,
75-148-118-179-colorado.hfc.comcastbusiness.net,Colorado Springs,Colorado,US,"38.8339,-104.8214","AS7922 Comcast Cable Communications, LLC",80901,America/Denver,
75-22-143-243.lightspeed.paltil.sbcglobal.net,Palatine,Illinois,US,"42.1103,-88.0342","AS7018 AT&T Enterprises, LLC",60067,America/Chicago,
pool-72-83-173-47.washdc.east.verizon.net,Centreville,Virginia,US,"38.8404,-77.4289",AS701 Verizon Business,20120,America/New_York,
c-71-205-121-14.hsd1.co.comcast.net,Highlands Ranch,Colorado,US,"39.5539,-104.9694","AS7922 Comcast Cable Communications, LLC",80126,America/Denver,
ool-44c6d67c.dyn.optonline.net,Stamford,Connecticut,US,"41.0534,-73.5387",AS6128 Cablevision Systems Corp.,06901,America/New_York,
209-182-111-65.serverpronto.com,Chesterfield,Missouri,US,"38.6318,-90.6142",AS15083 Infolink Global Corporation,63005,America/Chicago,
syn-065-027-081-186.res.spectrum.com,Green Bay,Wisconsin,US,"44.5522,-88.0788",AS10796 Charter Communications Inc,54303,America/Chicago,
syn-071-069-081-041.res.spectrum.com,Kernersville,North Carolina,US,"36.1199,-80.0737",AS11426 Charter Communications Inc,27284,America/New_York,
0739.wrls.louisacomm.net,Grandview,Iowa,US,"41.2759,-91.1885",AS5056 Aureon Network Services,52752,America/Chicago,
,Souris,Manitoba,CA,"49.6172,-100.2612",AS46920 RF Now Inc.,R7A,America/Winnipeg,
syn-173-090-171-174.res.spectrum.com,Elyria,Ohio,US,"41.3684,-82.1077",AS10796 Charter Communications Inc,44035,America/New_York,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Fergus,Ontario,CA,"43.7060,-80.3776",AS29974 Wightman Telecom,N1M,America/Toronto,
,Los Angeles,California,US,"34.0522,-118.2437","AS3842 InMotion Hosting, Inc.",90009,America/Los_Angeles,
6to4.lax1.he.net,Los Angeles,California,US,"34.0522,-118.2437",AS6939 Hurricane Electric LLC,90009,America/Los_Angeles,
47-196-23-170.fdr01.alfa.fl.ip.frontiernet.net,Riverview,Florida,US,"27.8661,-82.3265","AS5650 Frontier Communications of America, Inc.",33569,America/New_York,
45.78.65.191.16clouds.com,Los Angeles,California,US,"34.0443,-118.2509",AS25820 IT7 Networks Inc,90014,America/Los_Angeles,
,Washington,Virginia,US,"38.7135,-78.1594",AS8075 Microsoft Corporation,22747,America/New_York,
237.76.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
148.134.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
209.141.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
147.236.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
102.111.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
173.108.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
153.25.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
140.120.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
161.130.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
216.123.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
60.184.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
92.126.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
syn-035-138-142-207.res.spectrum.com,Ruskin,Florida,US,"27.7015,-82.4355","AS33363 Charter Communications, Inc",33570,America/New_York,
86.96.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
13.199.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Montréal,Quebec,CA,"45.5088,-73.5878",AS26932 BRAVO TELECOM,H3H,America/Toronto,
26.247.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
122.7.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
107-208-150-149.lightspeed.miamfl.sbcglobal.net,Miami,Florida,US,"25.9571,-80.1814","AS7018 AT&T Enterprises, LLC",33179,America/New_York,
syn-104-136-089-076.res.spectrum.com,Lutz,Florida,US,"28.1511,-82.4615","AS33363 Charter Communications, Inc",33549,America/New_York,
,Portal,Georgia,US,"32.5382,-81.9323","AS21713 Bulloch County Rural Telephone Cooperative, Inc.",30450,America/New_York,
104.96.199.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
129.30.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
wsip-98-175-130-197.no.no.cox.net,New Orleans,Louisiana,US,"29.9547,-90.0751",AS22773 Cox Communications Inc.,70112,America/Chicago,
99-196-100-138.cust.exede.net,Chicago,Illinois,US,"41.8500,-87.6500","AS7155 ViaSat,Inc.",60666,America/Chicago,
66-252-215-144.dhcp.fivearea.com,Muleshoe,Texas,US,"34.2265,-102.7238","AS29843 Five Area Systems, LLC",79347,America/Chicago,
c-73-231-115-170.hsd1.ca.comcast.net,Windsor,California,US,"38.5471,-122.8164","AS7922 Comcast Cable Communications, LLC",95492,America/Los_Angeles,
syn-074-142-035-077.biz.spectrum.com,Cold Spring,Kentucky,US,"39.0217,-84.4399",AS10796 Charter Communications Inc,41076,America/New_York,
bras-base-toroon5049w-grc-12-76-67-52-253.dsl.bell.ca,Toronto,Ontario,CA,"43.7064,-79.3986",AS577 Bell Canada,M5A,America/Toronto,
104-53-125-249.lightspeed.hstntx.sbcglobal.net,Houston,Texas,US,"29.8941,-95.6481","AS7018 AT&T Enterprises, LLC",77095,America/Chicago,
vmta170.85.lstrk.net,Lancaster,Pennsylvania,US,"40.0379,-76.3055",AS394396 Listrak,17611,America/New_York,
169.41.72.148.host.secureserver.net,Phoenix,Arizona,US,"33.4484,-112.0740","AS26496 GoDaddy.com, LLC",85001,America/Phoenix,
8.9.8.121.vultrusercontent.com,Piscataway,New Jersey,US,"40.4993,-74.3990","AS20473 The Constant Company, LLC",08854,America/New_York,
,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
ool-18bddc70.dyn.optonline.net,Bridgeport,Connecticut,US,"41.1792,-73.1894",AS6128 Cablevision Systems Corp.,06602,America/New_York,
28-249-237-24.gci.net,Soldotna,Alaska,US,"60.4878,-151.0583","AS8047 GENERAL COMMUNICATION, INC.",99669,America/Anchorage,
,Caguas,Caguas,PR,"18.2341,-66.0485",AS14638 Liberty Communications of Puerto Rico LLC,00725,America/Puerto_Rico,
dynamic.libertypr.net,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
127.138.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
205.140.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
5.1.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
206.34.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
88.46.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
89.80.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
171.10.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
207.203.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
227.232.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
162.233.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
192.112.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
80.115.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
106.16.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
217.48.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
18.71.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
182.84.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
71.95.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
103.116.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
204.17.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
174.33.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
146.41.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
119.162.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
23.170.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
59.228.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Washington,Virginia,US,"38.7135,-78.1594",AS8075 Microsoft Corporation,22747,America/New_York,
47-138-174-15.drr02.pers.ca.ip.frontiernet.net,Perris,California,US,"33.7825,-117.2287","AS5650 Frontier Communications of America, Inc.",92572,America/Los_Angeles,
syn-067-011-160-149.res.spectrum.com,San Antonio,Texas,US,"29.5182,-98.3627",AS11427 Charter Communications Inc,78239,America/Chicago,
ool-457c74ab.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
ool-457559e4.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
syn-047-006-058-178.res.spectrum.com,Negaunee,Michigan,US,"46.4991,-87.6118",AS20115 Charter Communications LLC,49866,America/Detroit,
ec2-54-193-40-86.us-west-1.compute.amazonaws.com,San Jose,California,US,"37.3394,-121.8950","AS16509 Amazon.com, Inc.",95025,America/Los_Angeles,
ns3.insightete.com,Miami,Florida,US,"25.7743,-80.1937",AS15083 Infolink Global Corporation,33101,America/New_York,
c-68-52-218-71.hsd1.tn.comcast.net,Nashville,Tennessee,US,"36.1659,-86.7844","AS7922 Comcast Cable Communications, LLC",37201,America/Chicago,
bras-base-toroon0247w-grc-122-70-29-49-59.dsl.bell.ca,Markham,Ontario,CA,"43.8668,-79.2663",AS577 Bell Canada,L3P,America/Toronto,
d64-180-238-84.bchsia.telus.net,Summerland,British Columbia,CA,"49.5998,-119.6691",AS852 TELUS Communications Inc.,V2A,America/Vancouver,
c-69-243-126-121.hsd1.md.comcast.net,Rockville,Maryland,US,"39.0840,-77.1528","AS7922 Comcast Cable Communications, LLC",20847,America/New_York,
,Royal Center,Indiana,US,"40.8645,-86.4997",AS55230 Pulaski White Rural Telephone Cooperative Inc.,46978,America/Indiana/Indianapolis,
drmons0552w-134-41-124-84.dhcp-dynamic.fibreop.ns.bellaliant.net,Dartmouth,Nova Scotia,CA,"44.6713,-63.5772",AS855 Bell Canada,B3A,America/Halifax,
220.70.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
pool-108-41-185-191.nycmny.fios.verizon.net,New Rochelle,New York,US,"40.9115,-73.7823",AS701 Verizon Business,10801,America/New_York,
176.23.148.146.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Frankfurt am Main,Hesse,DE,"50.1025,8.6299",AS31898 Oracle Corporation,60326,Europe/Berlin,
syn-137-025-025-055.res.spectrum.com,Alhambra,California,US,"34.0953,-118.1270",AS20115 Charter Communications LLC,91801,America/Los_Angeles,
162-201-184-98.lightspeed.miamfl.sbcglobal.net,Hollywood,Florida,US,"25.9894,-80.2153","AS7018 AT&T Enterprises, LLC",33023,America/New_York,
2marketing.com,Toronto,Ontario,CA,"43.7064,-79.3986","AS14061 DigitalOcean, LLC",M5A,America/Toronto,
172-127-163-74.lightspeed.rcsntx.sbcglobal.net,Allen,Texas,US,"33.1032,-96.6706","AS7018 AT&T Enterprises, LLC",75013,America/Chicago,
static-122.234.164.76.hosted-by.versaweb.com,Seattle,Washington,US,"47.6062,-122.3321","AS53340 VegasNAP, LLC",98101,America/Los_Angeles,
s75-156-11-224.bc.hsia.telus.net,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS852 TELUS Communications Inc.,V5Y,America/Vancouver,
syn-074-072-161-217.res.spectrum.com,New York City,New York,US,"40.7143,-74.0060",AS12271 Charter Communications Inc,10001,America/New_York,
ip98-167-249-20.ph.ph.cox.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS22773 Cox Communications Inc.,85001,America/Phoenix,
c-73-12-223-81.hsd1.ca.comcast.net,Roseville,California,US,"38.7521,-121.2880","AS7922 Comcast Cable Communications, LLC",95678,America/Los_Angeles,
syn-075-082-074-015.res.spectrum.com,Los Angeles,California,US,"33.9653,-118.2727",AS20001 Charter Communications Inc,90003,America/Los_Angeles,
host-208-99-101-70.rtctel.com,LaFayette,Georgia,US,"34.7048,-85.2819",AS19830 The Ringgold Telephone Company,30728,America/New_York,
host-206-132-59-221.public.eastlink.ca,Hawkesbury,Ontario,CA,"45.6001,-74.6159",AS11260 EastLink,K6A,America/Toronto,
,Walnut Grove,British Columbia,CA,"49.1647,-122.6404",AS6327 Shaw Communications Inc.,V1M,America/Vancouver,
108-86-156-148.lightspeed.sndgca.sbcglobal.net,Oceanside,California,US,"33.1959,-117.3795","AS7018 AT&T Enterprises, LLC",92058,America/Los_Angeles,
dhcp-108-168-15-98.cable.user.start.ca,Kitchener,Ontario,CA,"43.4254,-80.5112",AS40788 Start Communications,N2E,America/Toronto,
210.10.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
15.39.155.104.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Washington,District of Columbia,US,"38.8951,-77.0364",AS174 Cogent Communications,20004,America/New_York,
c-98-223-33-241.hsd1.il.comcast.net,Naperville,Illinois,US,"41.7859,-88.1473","AS7922 Comcast Cable Communications, LLC",60567,America/Chicago,
pool-100-2-30-208.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
pool-96-232-120-243.nycmny.fios.verizon.net,Freeport,New York,US,"40.6576,-73.5832",AS701 Verizon Business,11520,America/New_York,
,Miami,Florida,US,"25.7743,-80.1937","AS7922 Comcast Cable Communications, LLC",33101,America/New_York,
c-24-131-166-175.hsd1.mn.comcast.net,Burnsville,Minnesota,US,"44.7677,-93.2777","AS7922 Comcast Cable Communications, LLC",55337,America/Chicago,
84.27.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
47-204-143-209.frr01.sark.fl.ip.frontiernet.net,Sarasota,Florida,US,"27.3364,-82.5306","AS5650 Frontier Communications of America, Inc.",34230,America/New_York,
47-186-101-186.dlls.tx.frontiernet.net,Wylie,Texas,US,"33.0151,-96.5389","AS5650 Frontier Communications of America, Inc.",75098,America/Chicago,
canaliferous.profitflirt.com,Buffalo,New York,US,"42.8865,-78.8784",AS36352 HostPapa,14202,America/New_York,
99-50-211-58.lightspeed.tukrga.sbcglobal.net,McDonough,Georgia,US,"33.4473,-84.1469","AS7018 AT&T Enterprises, LLC",30253,America/New_York,
pool-100-12-238-32.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
fit.servebyte.com,New York City,New York,US,"40.7143,-74.0060","AS19624 Data Room, Inc",10001,America/New_York,
